word,frequency,positions
gormley,4,"[28672, 28727, 28746, 28829]"
ahead,4,"[1928, 17386, 24646, 38872]"
believed,4,"[7494, 8539, 12947, 25911]"
iii,4,"[12074, 16162, 16186, 34391]"
pressures,4,"[21725, 21751, 45732, 49168]"
limiting,4,"[24855, 24897, 26474, 48904]"
friction,4,"[13, 5655, 42035, 48368]"
zondervan,4,"[39806, 39836, 39885, 39935]"
interesting,4,"[24823, 31416, 36023, 36262]"
values,4,"[28908, 28967, 36146, 36265]"
excessive,4,"[5633, 10499, 21147, 29611]"
mexican,4,"[40424, 40492, 40505, 40535]"
telephone,4,"[1871, 14653, 48471, 48603]"
movement,4,"[1667, 14948, 30211, 35831]"
attempt,4,"[12178, 23011, 32567, 42194]"
reaching,4,"[40, 17120, 20612, 38089]"
hearing,4,"[1687, 14968, 37587, 38046]"
award,4,"[7463, 12838, 12868, 12930]"
continues,4,"[22308, 23425, 36297, 36493]"
badly,4,"[8358, 20508, 23163, 25981]"
disposition,4,"[12198, 23582, 30763, 44504]"
qualified,4,"[40862, 40872, 44355, 44365]"
strata,4,"[40810, 40853, 40863, 40879]"
found,4,"[28405, 31999, 37808, 37866]"
laws,4,"[1749, 15030, 29486, 48675]"
cos,4,"[16263, 27969, 34095, 43077]"
systems,4,"[22226, 22277, 33538, 38884]"
bristol,4,"[22215, 22239, 22261, 22285]"
med,4,"[22206, 22224, 22273, 22305]"
sci,4,"[22204, 22222, 22271, 22303]"
vulcan,4,"[40571, 40582, 40682, 40980]"
purchases,4,"[1511, 11649, 26612, 41127]"
rains,4,"[12611, 12709, 20436, 20513]"
institute,4,"[6191, 13519, 31844, 37562]"
significantly,4,"[12996, 13105, 17990, 38561]"
parties,4,"[14519, 14532, 14553, 27617]"
collander,4,"[45420, 45442, 46087, 46107]"
metal,4,"[13328, 13331, 26775, 26865]"
fully,4,"[13359, 14098, 21577, 21668]"
premiums,4,"[13033, 41095, 41116, 41153]"
armacost,4,"[7118, 7193, 11234, 11309]"
television,4,"[26146, 28124, 28243, 29323]"
implementation,4,"[44909, 44965, 49210, 49296]"
similar,4,"[472, 3136, 3164, 31130]"
force,4,"[44679, 44706, 48263, 48345]"
modest,4,"[23427, 36688, 36774, 45758]"
bonds,4,"[8028, 8333, 33701, 33730]"
launched,4,"[1000, 1990, 31639, 34903]"
technology,4,"[1011, 26660, 48148, 48231]"
never,4,"[23340, 28786, 43852, 45951]"
access,4,"[6636, 26432, 42225, 48591]"
chance,4,"[7090, 11206, 16465, 35859]"
call,4,"[831, 3705, 16611, 22292]"
csr,4,"[47762, 47774, 47809, 47868]"
liberal,4,"[791, 14711, 48727, 49192]"
balance,4,"[13217, 22936, 31631, 36812]"
concerns,4,"[743, 5908, 24861, 42197]"
brito,4,"[25902, 25974, 26041, 26115]"
coal,4,"[746, 1183, 42902, 42920]"
spain,4,"[7043, 17811, 19116, 26643]"
diplomatic,4,"[776, 48336, 48348, 48871]"
stand,4,"[782, 6954, 7026, 17898]"
activity,4,"[6821, 8933, 33615, 47157]"
shearson,4,"[13098, 13118, 13168, 13208]"
spokeswoman,4,"[25437, 38252, 38339, 41540]"
advantage,4,"[575, 8192, 26484, 36439]"
manufacturers,4,"[560, 16454, 22633, 22970]"
margins,4,"[6803, 22708, 23181, 31329]"
refining,4,"[6802, 9283, 20345, 36660]"
massive,4,"[7957, 19172, 45472, 47171]"
inflow,4,"[7958, 8059, 8066, 47368]"
andover,4,"[43761, 43782, 43789, 43837]"
basic,4,"[23320, 30303, 30400, 49280]"
agent,4,"[25048, 25055, 25111, 25231]"
formed,4,"[27025, 27299, 29752, 32694]"
redland,4,"[6392, 10009, 10039, 10066]"
practice,4,"[15129, 15246, 20236, 35402]"
technologies,4,"[42450, 42489, 42546, 42602]"
developing,4,"[6371, 31492, 33627, 35388]"
resulted,4,"[1304, 31721, 37155, 48065]"
carney,4,"[42216, 42272, 42275, 42309]"
panel,4,"[7646, 12141, 12308, 38042]"
intercare,4,"[42045, 42056, 42119, 42143]"
iae,4,"[42482, 42516, 42529, 42568]"
region,4,"[12635, 12657, 12774, 43324]"
finally,4,"[6260, 22960, 26118, 31720]"
face,4,"[13561, 32057, 42404, 48426]"
takes,4,"[7289, 10345, 11405, 48925]"
serious,4,"[637, 732, 11849, 37623]"
california,4,"[14102, 14113, 14262, 31085]"
dosher,4,"[22687, 22888, 22890, 23169]"
commerce,4,"[26766, 29257, 44821, 44834]"
procedures,4,"[15117, 15231, 37901, 37931]"
ratio,4,"[5592, 12018, 12041, 43365]"
karl,4,"[13487, 17403, 21512, 37340]"
special,4,"[14634, 20063, 23240, 43115]"
stability,4,"[8128, 30401, 47483, 49331]"
shareholder,4,"[13433, 26599, 28966, 39918]"
economist,4,"[8134, 8249, 20282, 45769]"
broker,4,"[278, 7795, 39804, 39827]"
supplies,4,"[1086, 1550, 28767, 40412]"
buyout,4,"[23284, 27280, 32677, 40789]"
best,4,"[8158, 22751, 45432, 48919]"
followed,4,"[1219, 8613, 14074, 20173]"
aluminium,4,"[48129, 48143, 48155, 48196]"
interested,4,"[7678, 7739, 14552, 24099]"
otto,4,"[13488, 17404, 21513, 37341]"
spent,4,"[23143, 23297, 28784, 35753]"
publishing,4,"[26666, 26768, 28268, 28359]"
complete,4,"[249, 12184, 26430, 38164]"
speech,4,"[13516, 36724, 49763, 49950]"
remarks,4,"[39699, 39764, 49717, 49723]"
field,4,"[8730, 26502, 29905, 35056]"
meinert,4,"[36308, 36314, 36414, 36446]"
england,4,"[5086, 11599, 15539, 49954]"
liberalisation,4,"[4222, 6690, 26498, 48846]"
resume,4,"[17193, 25637, 34830, 34838]"
icch,4,"[30301, 30347, 30378, 30419]"
excluding,4,"[20056, 25726, 27324, 32719]"
fe,4,"[20541, 20766, 20914, 21169]"
francisco,4,"[17203, 34848, 36481, 39707]"
deposit,4,"[30304, 30325, 30352, 30407]"
branch,4,"[2648, 2712, 6186, 7826]"
city,4,"[3198, 34411, 34470, 34512]"
reasonable,4,"[4288, 5405, 8126, 10841]"
santa,4,"[20540, 20765, 20913, 21168]"
approve,4,"[4813, 26167, 27407, 45341]"
troops,4,"[34880, 34889, 34922, 35022]"
announcement,4,"[10992, 11029, 19150, 34792]"
cordoba,4,"[20536, 20638, 20763, 20911]"
terminal,4,"[30293, 30426, 35097, 35111]"
demands,4,"[4200, 13592, 20268, 49894]"
sogo,4,"[2533, 2558, 2688, 3251]"
excludes,4,"[16986, 23699, 32295, 41406]"
side,4,"[4133, 13845, 17575, 25457]"
material,4,"[20636, 37657, 39801, 43034]"
debit,4,"[5035, 5051, 5057, 5070]"
ecuador,4,"[34607, 34705, 34728, 34753]"
offers,4,"[16814, 25207, 28985, 49353]"
big,4,"[3220, 9068, 24105, 36170]"
pampa,4,"[20572, 20641, 20772, 20923]"
proposals,4,"[10440, 15151, 29564, 49186]"
treatment,4,"[2457, 16443, 16822, 41239]"
ounces,4,"[2468, 6136, 39204, 39209]"
mid,4,"[2478, 9442, 20928, 36789]"
ore,4,"[2483, 4041, 19460, 39150]"
standing,4,"[11151, 30088, 48319, 48401]"
heiwa,4,"[2532, 2557, 2687, 3250]"
working,4,"[17511, 38346, 40684, 42168]"
repeatedly,4,"[9129, 24302, 32010, 45455]"
aires,4,"[20530, 20644, 20776, 20926]"
contract,4,"[20358, 20393, 24471, 31726]"
controls,4,"[4639, 7648, 13075, 37915]"
standard,4,"[10603, 10630, 10673, 10688]"
imported,4,"[31635, 40434, 40507, 45544]"
al,4,"[9262, 9265, 9624, 34965]"
cent,4,"[20371, 20382, 40630, 42351]"
lack,4,"[10544, 26716, 31561, 31740]"
america,4,"[4499, 19941, 32562, 41680]"
excess,4,"[10513, 29628, 36149, 43720]"
jan,4,"[18437, 30552, 38455, 46258]"
coebergh,4,"[31510, 31658, 31673, 31701]"
hopes,4,"[3005, 7200, 10370, 11316]"
released,4,"[35478, 35864, 36743, 46981]"
africa,4,"[31520, 31542, 31567, 40419]"
undisclosed,4,"[18423, 22356, 27656, 44007]"
ask,4,"[4408, 17208, 34853, 38207]"
airline,4,"[35876, 36057, 36103, 36249]"
walgreen,4,"[30521, 30531, 31772, 32773]"
goal,4,"[36335, 37939, 46046, 46123]"
discussed,4,"[4755, 17385, 24684, 33945]"
yet,4,"[17607, 18830, 27823, 45907]"
subsidiaries,4,"[3124, 3139, 6584, 44496]"
licences,4,"[3121, 12840, 17922, 19048]"
buenos,4,"[20529, 20643, 20775, 20925]"
hands,4,"[2774, 5114, 24893, 36214]"
sectors,4,"[9392, 9643, 25417, 26518]"
accounted,4,"[31247, 31592, 39386, 49652]"
stores,4,"[28988, 36463, 43428, 43991]"
residual,4,"[4695, 44281, 45131, 45203]"
regular,4,"[9163, 23817, 34566, 40987]"
subsidy,4,"[17842, 17883, 20189, 20252]"
sorghum,4,"[20457, 20898, 20972, 31651]"
universal,4,"[3106, 3142, 20030, 20076]"
assistance,4,"[11595, 11610, 15628, 36650]"
brazilian,4,"[34836, 42935, 42969, 43027]"
plus,4,"[2221, 14382, 41595, 47894]"
margin,4,"[16677, 16691, 16761, 23347]"
tonnage,4,"[4042, 7496, 12949, 17847]"
gec,4,"[29858, 29880, 29925, 29947]"
engine,4,"[38729, 42464, 42507, 43996]"
cotton,4,"[33952, 33979, 34012, 34056]"
investments,4,"[4008, 28240, 31149, 47076]"
technical,4,"[29738, 33935, 36647, 38865]"
fiber,4,"[29686, 29785, 29823, 43407]"
worth,4,"[2213, 28883, 29359, 48814]"
highland,4,"[38929, 39094, 39110, 39146]"
sign,4,"[21565, 37378, 43776, 44899]"
lornex,4,"[38949, 39081, 39101, 39124]"
marketer,4,"[10182, 14621, 22549, 28743]"
gross,4,"[8879, 13703, 41976, 45259]"
delegation,4,"[2159, 36628, 37385, 37419]"
drain,4,"[3507, 5124, 5159, 47120]"
direct,4,"[2151, 12243, 25008, 36458]"
provision,4,"[19602, 25462, 25655, 44429]"
discussions,4,"[10105, 27541, 33759, 35930]"
safety,4,"[33563, 35374, 37541, 37691]"
sides,4,"[3903, 3935, 7897, 15060]"
townson,4,"[39023, 39044, 39062, 39170]"
gnp,4,"[5383, 5601, 47307, 47328]"
anything,4,"[19314, 29348, 30195, 46148]"
range,4,"[3724, 8556, 22039, 24799]"
november,4,"[9914, 14247, 36342, 40532]"
philippines,4,"[3789, 4011, 7397, 7624]"
economists,4,"[8833, 9226, 21702, 21705]"
stockholders,4,"[11909, 12543, 19779, 19846]"
flour,4,"[39489, 39515, 39556, 39580]"
monitor,4,"[38519, 38531, 42174, 42182]"
fsis,4,"[35379, 37696, 37720, 37894]"
preston,4,"[29969, 29980, 32957, 33064]"
comes,4,"[18842, 40019, 42382, 48365]"
sixth,4,"[3324, 3380, 3398, 33766]"
groups,4,"[16712, 26863, 37470, 48484]"
mine,4,"[2346, 2373, 2388, 2451]"
beet,4,"[18741, 18759, 18878, 18972]"
appreciation,4,"[10296, 13500, 13727, 47346]"
northern,4,"[2376, 8862, 25069, 35083]"
fitzwater,4,"[30096, 30167, 34262, 34297]"
roughly,4,"[18745, 33078, 34735, 46497]"
known,4,"[2392, 14500, 17415, 48249]"
mines,4,"[3311, 4033, 6126, 39951]"
settlement,4,"[9011, 9144, 12256, 24609]"
traditional,3,"[7933, 31668, 31911]"
entourage,3,"[18528, 18538, 18594]"
faced,3,"[13651, 13788, 31734]"
expenditures,3,"[14184, 46868, 49233]"
allen,3,"[7730, 32519, 40085]"
soviet,3,"[13162, 13170, 31717]"
importance,3,"[13916, 17408, 48774]"
reasons,3,"[9369, 43707, 46056]"
managers,3,"[7923, 7985, 8343]"
man,3,"[10390, 43795, 48973]"
sells,3,"[9771, 21797, 44400]"
sense,3,"[10481, 29595, 48412]"
brought,3,"[13626, 22873, 26415]"
kenneth,3,"[20168, 37511, 37600]"
weaker,3,"[13492, 31266, 39793]"
welcomed,3,"[13899, 49184, 49293]"
imf,3,"[20181, 20240, 20271]"
supervisory,3,"[19188, 19275, 19300]"
super,3,"[19643, 28000, 43426]"
reason,3,"[9363, 37535, 38718]"
erskine,3,"[18469, 18486, 18522]"
stabilize,3,"[13923, 29618, 45843]"
ramon,3,"[7654, 12028, 12300]"
asher,3,"[24259, 28452, 28925]"
ease,3,"[9845, 13184, 45478]"
wedgestone,3,"[20285, 20294, 20308]"
bashaw,3,"[18467, 18474, 18511]"
aimed,3,"[10415, 10888, 29440]"
slightly,3,"[13133, 46505, 48862]"
dsm,3,"[13357, 13367, 13458]"
resulting,3,"[9581, 30052, 49767]"
diluted,3,"[14099, 18230, 23928]"
dairy,3,"[18988, 32485, 37596]"
immediate,3,"[20096, 21564, 47205]"
neptunia,3,"[7878, 12114, 12405]"
brewery,3,"[7859, 11736, 31299]"
nv,3,"[13366, 14311, 31118]"
interim,3,"[10240, 15186, 44937]"
recession,3,"[9431, 41874, 45764]"
declares,3,"[23793, 26881, 26958]"
hike,3,"[20090, 20113, 22674]"
cabinet,3,"[9620, 9631, 11577]"
retail,3,"[20087, 20116, 20221]"
equivalent,3,"[9459, 35461, 35499]"
reflects,3,"[23981, 27934, 30928]"
defense,3,"[24470, 38786, 46194]"
concentrate,3,"[24306, 39189, 39199]"
moving,3,"[18992, 28751, 41858]"
proxy,3,"[18572, 43778, 43811]"
maintained,3,"[24184, 27172, 28588]"
recommended,3,"[10108, 28856, 37890]"
manufacturer,3,"[10164, 23040, 36393]"
fertilizer,3,"[13476, 23067, 43083]"
external,3,"[9397, 13763, 13844]"
seek,3,"[10568, 22524, 35772]"
booming,3,"[7915, 7919, 8606]"
shimbun,3,"[10463, 10764, 29581]"
e,3,"[20007, 27234, 27988]"
enterprises,3,"[14036, 35118, 42108]"
socialist,3,"[13225, 13259, 37406]"
meal,3,"[20120, 20144, 20255]"
woolworth,3,"[18680, 18698, 18716]"
aim,3,"[13537, 16673, 18930]"
dufour,3,"[24072, 24122, 24206]"
hikes,3,"[18684, 18702, 18723]"
via,3,"[21697, 21752, 24960]"
gmbh,3,"[18409, 41194, 42014]"
british,3,"[21548, 35267, 38932]"
preliminary,3,"[16256, 27540, 43810]"
computers,3,"[16203, 16216, 29328]"
financing,3,"[16664, 27392, 40208]"
role,3,"[8531, 8603, 48515]"
crucial,3,"[8530, 8836, 36851]"
generally,3,"[16703, 17984, 18786]"
authorities,3,"[8516, 26369, 34086]"
hostile,3,"[16706, 16779, 23001]"
deskpro,3,"[16158, 16167, 16194]"
along,3,"[22375, 23310, 29009]"
unadjusted,3,"[21335, 21371, 47699]"
expressed,3,"[12250, 32394, 43839]"
raise,3,"[16722, 20250, 23070]"
johnston,3,"[8497, 42814, 42895]"
executives,3,"[22486, 23194, 42130]"
actually,3,"[16729, 25611, 28541]"
statistics,3,"[16011, 21407, 47668]"
bureau,3,"[16009, 47669, 47696]"
giving,3,"[8447, 11103, 46473]"
begin,3,"[20769, 21487, 21588]"
something,3,"[8389, 36272, 46092]"
brings,3,"[15625, 19464, 20387]"
oreffice,3,"[22578, 22720, 22811]"
petition,3,"[11777, 11834, 12282]"
hawaiian,3,"[16261, 16265, 16317]"
associate,3,"[12459, 37604, 49647]"
myers,3,"[22241, 22263, 22287]"
intervene,3,"[21686, 47558, 47614]"
threshold,3,"[16514, 16544, 22570]"
duties,3,"[11853, 12082, 29354]"
corporate,3,"[16439, 22976, 41572]"
arbitragers,3,"[16591, 28546, 28902]"
reader,3,"[21792, 21803, 21844]"
opec,3,"[8846, 9215, 9232]"
digest,3,"[21795, 21806, 21847]"
type,3,"[8760, 36241, 46909]"
attempts,3,"[16605, 23003, 47181]"
convinced,3,"[21646, 28526, 29390]"
holders,3,"[21995, 35228, 40011]"
jpm,3,"[19492, 25242, 32894]"
summer,3,"[8864, 9616, 12681]"
floating,3,"[21998, 25427, 47545]"
kept,3,"[16622, 37745, 49849]"
charged,3,"[12069, 37475, 38832]"
met,3,"[21633, 32378, 49068]"
assuming,3,"[12093, 13337, 17133]"
approvals,3,"[16300, 16302, 41621]"
heavily,3,"[8710, 28753, 31831]"
sought,3,"[8701, 8764, 39928]"
eduardo,3,"[11780, 11884, 12169]"
rev,3,"[15481, 15514, 30871]"
hopeful,3,"[11159, 16870, 39033]"
communications,3,"[14629, 38895, 48606]"
condition,3,"[12784, 43869, 44515]"
expanding,3,"[14719, 24308, 24332]"
urges,3,"[14702, 26362, 43758]"
weekly,3,"[12845, 44233, 45072]"
weather,3,"[20469, 21390, 30055]"
roberts,3,"[17997, 18108, 35546]"
versus,3,"[18029, 18163, 30902]"
intentions,3,"[10700, 47991, 49282]"
sunflower,3,"[20453, 20626, 20631]"
downward,3,"[20427, 45482, 47036]"
middle,3,"[18143, 20516, 22951]"
annually,3,"[23364, 36588, 37858]"
feared,3,"[20411, 20493, 20575]"
town,3,"[18283, 18384, 24156]"
fondiaria,3,"[12968, 12977, 13084]"
volatile,3,"[8007, 32944, 33006]"
paxar,3,"[18391, 18400, 18419]"
gallon,3,"[20373, 20384, 20400]"
mi,3,"[12984, 13059, 13073]"
customers,3,"[20360, 22630, 29678]"
park,3,"[7990, 19968, 40139]"
strategic,3,"[9270, 38829, 44301]"
barge,3,"[20338, 20359, 20394]"
heating,3,"[20336, 20362, 20391]"
core,3,"[14827, 36056, 41551]"
makers,3,"[10784, 23378, 29007]"
revenue,3,"[12557, 24393, 41318]"
southern,3,"[12776, 20774, 34909]"
rain,3,"[12603, 12755, 20500]"
flow,3,"[8350, 45738, 46851]"
reverse,3,"[8348, 26977, 47100]"
reflecting,3,"[22669, 25272, 47730]"
elsewhere,3,"[8340, 12765, 13206]"
acted,3,"[17104, 36195, 39913]"
rest,3,"[17145, 30081, 34762]"
invest,3,"[8331, 31336, 33691]"
boosted,3,"[12623, 18986, 48680]"
expansion,3,"[11112, 45760, 49173]"
flexibility,3,"[11106, 45802, 45852]"
coast,3,"[12641, 23314, 24932]"
uk,3,"[17269, 17288, 23022]"
trim,3,"[22984, 32498, 45301]"
productive,3,"[8279, 9391, 9642]"
permanent,3,"[8278, 21745, 40488]"
dinars,3,"[9085, 9546, 9575]"
gerhard,3,"[17318, 21507, 35264]"
ways,3,"[17332, 17490, 32531]"
redundancies,3,"[15133, 15154, 15190]"
lloyds,3,"[8244, 21961, 21966]"
slight,3,"[17515, 47732, 49835]"
specialty,3,"[23112, 23235, 23329]"
aid,3,"[24709, 38416, 40211]"
officer,3,"[16074, 18003, 40162]"
buffer,3,"[24711, 24738, 24788]"
vote,3,"[3415, 11079, 45338]"
citing,3,"[33460, 40722, 44422]"
brokers,3,"[2271, 8075, 10658]"
pledged,3,"[3495, 29481, 44798]"
harahap,3,"[1464, 1498, 1559]"
malaysian,3,"[1460, 1478, 9916]"
conference,3,"[5227, 7133, 11249]"
carolina,3,"[29690, 29693, 29810]"
soft,3,"[2308, 27788, 27841]"
polyester,3,"[29684, 29783, 29821]"
fob,3,"[1447, 2005, 2219]"
leaving,3,"[29557, 49631, 49919]"
congressional,3,"[29478, 32352, 45298]"
fixed,3,"[3454, 8782, 49878]"
accepted,3,"[3431, 7526, 39497]"
avert,3,"[29175, 29194, 29350]"
exchequer,3,"[5170, 21552, 35271]"
valued,3,"[2255, 33382, 39651]"
pacemaker,3,"[33343, 33607, 33631]"
extraordinary,3,"[5058, 46098, 49198]"
lose,3,"[1573, 2514, 8297]"
jones,3,"[30214, 30227, 30841]"
temporary,3,"[1569, 21694, 25006]"
cover,3,"[1567, 16834, 39505]"
felt,3,"[3640, 9963, 47252]"
intends,3,"[33295, 33517, 39440]"
ensure,3,"[1549, 26809, 42242]"
flat,3,"[30042, 43071, 43088]"
indications,3,"[30131, 34047, 34333]"
avoid,3,"[30126, 34256, 35433]"
aggregates,3,"[36759, 36804, 47095]"
regulatory,3,"[41620, 44556, 48322]"
delivered,3,"[2229, 8394, 39700]"
clear,3,"[3600, 45977, 49809]"
positions,3,"[33884, 34896, 35038]"
expanded,3,"[1350, 2727, 10978]"
accruing,3,"[3658, 17088, 25731]"
finished,3,"[1318, 18744, 36763]"
corporation,3,"[5802, 39495, 41067]"
project,3,"[2396, 6148, 37609]"
review,3,"[1170, 22259, 37261]"
site,3,"[5820, 5850, 31605]"
houssels,3,"[34390, 34444, 34503]"
revised,3,"[1141, 11638, 47035]"
connection,3,"[43055, 49182, 49291]"
winston,3,"[28286, 28367, 33235]"
accepts,3,"[39484, 41084, 41125]"
atlantic,3,"[34410, 34469, 34511]"
lowest,3,"[43211, 48923, 49798]"
salmonella,3,"[37778, 37797, 38048]"
alternative,3,"[43823, 45634, 46989]"
producing,3,"[5866, 6130, 24729]"
anticipated,3,"[34645, 40680, 46204]"
bulk,3,"[1192, 25022, 25045]"
stevenson,3,"[42638, 42703, 46246]"
stewart,3,"[42636, 42701, 46244]"
thai,3,"[1237, 7301, 7307]"
amendment,3,"[42320, 44089, 44109]"
shipment,3,"[2331, 27666, 46579]"
unless,3,"[3407, 13109, 14056]"
baht,3,"[1255, 1289, 1356]"
expire,3,"[3401, 14053, 44943]"
thailand,3,"[1244, 1296, 7406]"
motors,3,"[38061, 38105, 38248]"
prospective,3,"[5758, 12380, 49307]"
wmc,3,"[2362, 2404, 2440]"
neste,3,"[5716, 5793, 5957]"
oy,3,"[5717, 5794, 5958]"
unusual,3,"[28654, 40738, 48999]"
edmonton,3,"[5744, 5819, 5990]"
subroto,3,"[3304, 3315, 3361]"
totalled,3,"[2207, 10861, 27030]"
declared,3,"[4850, 26970, 39998]"
individuals,3,"[3209, 9074, 16714]"
tons,3,"[39158, 39184, 39195]"
greece,3,"[31929, 32008, 32036]"
suppliers,3,"[4258, 4423, 42270]"
monday,3,"[2085, 3348, 24699]"
island,3,"[3858, 35723, 47901]"
votes,3,"[31779, 32641, 40962]"
depressed,3,"[3801, 24674, 42893]"
stopped,3,"[1802, 26767, 26780]"
protect,3,"[4341, 26508, 42828]"
movements,3,"[1795, 1829, 46998]"
achieve,3,"[31696, 39790, 47477]"
lyng,3,"[4388, 32547, 47979]"
shift,3,"[1777, 23225, 48634]"
miller,3,"[40599, 40644, 40690]"
appear,3,"[1759, 26456, 37345]"
mn,3,"[3763, 7639, 11703]"
nainggolan,3,"[1863, 1960, 2118]"
interview,3,"[1872, 2623, 45446]"
tell,3,"[4210, 47563, 47971]"
kiena,3,"[39937, 39949, 39980]"
wilson,3,"[3969, 37252, 37278]"
accelerated,3,"[4038, 17590, 34033]"
contracts,3,"[2002, 30308, 30355]"
province,3,"[3965, 15100, 20531]"
exploration,3,"[3952, 32041, 47895]"
wendel,3,"[39829, 39877, 39910]"
traded,3,"[2004, 2020, 27112]"
steers,3,"[40433, 40493, 40506]"
lawmakers,3,"[32405, 32465, 42419]"
futures,3,"[2046, 30307, 43739]"
discussing,3,"[3938, 44072, 44087]"
frontier,3,"[32139, 32149, 32195]"
considered,3,"[1887, 1915, 8402]"
feasibility,3,"[2057, 5738, 5862]"
protest,3,"[1739, 15020, 15147]"
trades,3,"[1734, 1937, 15015]"
ship,3,"[1605, 14890, 39669]"
auditors,3,"[40877, 44368, 44396]"
fluctuations,3,"[3721, 8492, 30385]"
concluded,3,"[39019, 39056, 49303]"
extend,3,"[31157, 38080, 38210]"
separate,3,"[1645, 14926, 41581]"
encourage,3,"[2150, 2172, 32996]"
schedule,3,"[41047, 41098, 41113]"
orange,3,"[30614, 30743, 36736]"
adjusting,3,"[41063, 41151, 47450]"
reaction,3,"[4711, 9746, 23160]"
discounts,3,"[41097, 41118, 41155]"
visit,3,"[2162, 4394, 47998]"
amatil,3,"[4765, 4775, 4855]"
proposes,3,"[4766, 4786, 44747]"
mexico,3,"[2165, 35730, 40440]"
authorised,3,"[4820, 17870, 17918]"
prevented,3,"[1665, 14946, 47353]"
pulp,3,"[4652, 14759, 18117]"
spanish,3,"[31298, 31324, 31353]"
boosts,3,"[4594, 12604, 39805]"
sydney,3,"[1706, 8739, 14987]"
depends,3,"[4546, 8281, 9606]"
came,3,"[4573, 28542, 46718]"
users,3,"[2136, 4370, 42839]"
handling,3,"[1701, 1785, 14982]"
potential,3,"[4587, 17111, 31749]"
agricultural,3,"[4600, 4699, 32333]"
ventures,3,"[31316, 31454, 47840]"
disruption,3,"[1696, 1817, 14977]"
representing,3,"[4608, 24828, 37471]"
arbitration,3,"[1690, 12140, 14971]"
outside,3,"[3722, 26157, 30066]"
schaik,3,"[31385, 31437, 31479]"
van,3,"[31384, 31436, 31478]"
replace,3,"[3216, 5881, 10941]"
confidence,3,"[1981, 8298, 8972]"
opposed,3,"[47140, 48511, 49992]"
madeira,3,"[26897, 26908, 26950]"
mortgage,3,"[26279, 26301, 29832]"
activities,3,"[26281, 31354, 31826]"
delhi,3,"[47769, 47790, 47811]"
requirements,3,"[6660, 16762, 44584]"
confident,3,"[2595, 37538, 37775]"
spring,3,"[6654, 16864, 25070]"
exchanges,3,"[26366, 26423, 26470]"
hand,3,"[6643, 33014, 45970]"
east,3,"[2430, 6447, 49830]"
described,3,"[7191, 11307, 36158]"
barriers,3,"[392, 7217, 11333]"
cubic,3,"[37223, 43247, 43256]"
lift,3,"[7206, 11322, 42782]"
expense,3,"[26514, 27936, 30051]"
economies,3,"[26538, 45621, 49080]"
ccl,3,"[26610, 26619, 26650]"
paul,3,"[422, 22577, 45452]"
correspondents,3,"[52, 21501, 37328]"
regulations,3,"[2910, 17081, 35393]"
crowns,3,"[6509, 6546, 6672]"
inflows,3,"[47091, 49771, 49958]"
exporting,3,"[31, 7384, 48142]"
percentage,3,"[6451, 8020, 16530]"
ferrous,3,"[26698, 26734, 26861]"
develop,3,"[35720, 37898, 42461]"
moment,3,"[7233, 10828, 11349]"
sept,3,"[25147, 40333, 46637]"
turned,3,"[7182, 11298, 31372]"
stop,3,"[6728, 17087, 31828]"
showa,3,"[48126, 48135, 48215]"
dropped,3,"[25536, 35443, 45589]"
persuade,3,"[7149, 11265, 48087]"
retaliation,3,"[142, 419, 29276]"
inflationary,3,"[36874, 45731, 47525]"
fourth,3,"[25386, 41415, 42068]"
weak,3,"[2660, 8569, 27137]"
limits,3,"[2791, 5916, 13671]"
hope,3,"[7071, 11187, 33559]"
euromarket,3,"[25411, 25420, 25452]"
replied,3,"[7165, 11281, 37279]"
stance,3,"[7064, 48542, 49941]"
unable,3,"[25439, 44388, 45286]"
enter,3,"[2797, 9910, 24754]"
governors,3,"[49062, 49123, 49260]"
denko,3,"[48127, 48136, 48216]"
network,3,"[2649, 2713, 38693]"
partnership,3,"[2834, 37182, 43797]"
charges,3,"[6880, 10377, 20357]"
exceptional,3,"[6879, 6888, 6900]"
reports,3,"[6869, 10737, 26147]"
sufficient,3,"[25968, 44467, 47004]"
reaffirmed,3,"[49124, 49239, 49261]"
centre,3,"[26027, 26044, 48404]"
everything,3,"[2762, 12517, 45681]"
sentiment,3,"[67, 8975, 49931]"
sa,3,"[6777, 6935, 33675]"
